Academic Term,Term Value,Queried Subject,Class Code,Class Nbr,Course Title,Units,Teaching Staff,Quota(s),Vacancy,Course Component,Section Code,Language,Period,Room,Meeting Date,Add Consent,Drop Consent,Course Offering Dept
2026-27 Term 1,2420,GECW,GECW4022E,7675,College Project (Service) 專題討論（服務學習）,3.00,- Professor FUNG Hoi Lam Helene - Professor Kenneth YOUNG - Professor ZHAO Jingjing,25,19,TUT,ET01,C&E&P,TBA,TBA,07/09/2026 - 30/11/2026,Yes,Yes,CW Chu College
2026-27 Term 1,2420,GECW,GECW4022F,7705,College Project (Service) 專題討論（服務學習）,3.00,- Dr. HUANG Yu - Professor Kenneth YOUNG,25,17,TUT,FT01,C&E&P,TBA,TBA,07/09/2026 - 30/11/2026,Yes,Yes,CW Chu College
2026-27 Term 1,2420,GECW,GECW4022G,7706,College Project (Service) 專題討論（服務學習）,3.00,- Professor CHAIR Sek Ying - Professor Kenneth YOUNG,25,20,TUT,GT01,C&E&P,TBA,TBA,07/09/2026 - 30/11/2026,Yes,Yes,CW Chu College
2026-27 Term 1,2420,GECW,GECW4022H,7707,College Project (Service) 專題討論（服務學習）,3.00,- Professor Kenneth YOUNG - Professor TSUI Tsz Ki Martin,25,22,TUT,HT01,C&E&P,TBA,TBA,07/09/2026 - 30/11/2026,Yes,Yes,CW Chu College
2026-27 Term 1,2420,GECW,GECW4022I,7708,College Project (Service) 專題討論（服務學習）,3.00,- Professor GU Shen - Professor Kenneth YOUNG,25,17,TUT,IT01,C&E&P,TBA,TBA,07/09/2026 - 30/11/2026,Yes,Yes,CW Chu College
2026-27 Term 1,2420,GECW,GECW4022J,7709,College Project (Service) 專題討論（服務學習）,3.00,- Dr. LAI Yu Hang - Professor Kenneth YOUNG,25,21,TUT,JT01,C&E&P,TBA,TBA,07/09/2026 - 30/11/2026,Yes,Yes,CW Chu College
2026-27 Term 1,2420,GECW,GECW4030-,8090,Service 服務,0.00,- Professor CHEUNG Chi Kwan Vincent,30,30,PRJ,-J01,C&E&P,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,CW Chu College
2026-27 Term 1,2420,GEMC,GEMC1001-,9835,Current Dilemmas and Histories 當前的困境及其歷史,3.00,- Professor Ann Louise HUSS,75,75,LEC,-,E,Fr 02:30PM - 04:15PM,WMY_507,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC1001-,9835,Current Dilemmas and Histories 當前的困境及其歷史,3.00,- Professor Ann Louise HUSS,13,13,TUT,-T01,E,Fr 11:30AM - 01:15PM,MCO_S1,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC1001-,9835,Current Dilemmas and Histories 當前的困境及其歷史,3.00,- Professor Ann Louise HUSS,13,13,TUT,-T02,E,Fr 11:30AM - 01:15PM,MCO_S2,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC1001-,9835,Current Dilemmas and Histories 當前的困境及其歷史,3.00,- Professor Ann Louise HUSS,13,13,TUT,-T03,E,Fr 11:30AM - 01:15PM,MCO_S3,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC1001-,9835,Current Dilemmas and Histories 當前的困境及其歷史,3.00,- Professor Ann Louise HUSS,13,13,TUT,-T04,E,Fr 12:30PM - 02:15PM,MCO_S1,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC1001-,9835,Current Dilemmas and Histories 當前的困境及其歷史,3.00,- Professor Ann Louise HUSS,13,13,TUT,-T05,E,Fr 12:30PM - 02:15PM,MCO_S2,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC1001-,9835,Current Dilemmas and Histories 當前的困境及其歷史,3.00,- Professor Ann Louise HUSS,13,13,TUT,-T06,E,Fr 12:30PM - 02:15PM,MCO_S3,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC1001-,9835,Current Dilemmas and Histories 當前的困境及其歷史,3.00,- Professor Ann Louise HUSS,75,75,WBL,-X01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC3001-,6474,Service Learning 服務學習,3.00,- Professor Ann Louise HUSS,25,25,FLD,-F01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC3001-,6474,Service Learning 服務學習,3.00,- Professor Ann Louise HUSS,10,10,TUT,-T01,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC3001-,6474,Service Learning 服務學習,3.00,- Professor Ann Louise HUSS,10,10,TUT,-T02,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Morningside College
2026-27 Term 1,2420,GEMC,GEMC3001-,6474,Service Learning 服務學習,3.00,- Professor Ann Louise HUSS,10,10,TUT,-T03,E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Morningside College
2026-27 Term 1,2420,GENA,GENA1000-,8862,College Biweekly Assembly 書院雙週會,0.00,- Staff,1438,0,ASB,-A01,C&E&P,Fr 11:30AM - 01:15PM,RRS,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,New Asia College
2026-27 Term 1,2420,GENA,GENA1000A,8984,College Biweekly Assembly 書院雙週會,0.00,- Staff,2000,2000,ASB,AA01,C&E&P,Fr 11:30AM - 01:15PM,RRS,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,New Asia College
2026-27 Term 1,2420,GENA,GENA1112-,8883,Aspects of General Education 通識教育導論,1.00,- Professor TSE Wai Kit Wicky,1100,1073,LEC,-,C&E,Fr 03:30PM - 05:15PM,RRS,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,New Asia College
2026-27 Term 1,2420,GENA,GENA1114B,8606,Service Learning - Chinese Cul 服務學習: 中國文化在社區的傳,3.00,- Mr. WAN Tsz Ki,35,35,FLD,BF01,C,TBA,TBA,07/09/2026 - 30/11/2026,,,New Asia College
2026-27 Term 1,2420,GENA,GENA1114B,8606,Service Learning - Chinese Cul 服務學習: 中國文化在社區的傳,3.00,- Mr. WAN Tsz Ki,35,35,LEC,B,C,Th 02:30PM - 05:15PM,ELB_202,"9/10, 9/17, 9/24",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1114B,8606,Service Learning - Chinese Cul 服務學習: 中國文化在社區的傳,3.00,- Mr. WAN Tsz Ki,35,35,LEC,B,C,Th 02:30PM - 05:15PM,ELB_202,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1115A,6047,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,FLD,AF01,C,TBA,TBA,07/09/2026 - 30/11/2026,,,New Asia College
2026-27 Term 1,2420,GENA,GENA1115A,6047,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,LEC,A,C,Tu 02:30PM - 05:15PM,WMY_306,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1115B,6048,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,FLD,BF01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,New Asia College
2026-27 Term 1,2420,GENA,GENA1115B,6048,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,LEC,B,E,Sa 10:30AM - 01:15PM,WMY_301,"9/12, 9/19",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1115B,6048,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,LEC,B,E,Sa 10:30AM - 01:15PM,WMY_301,"10/3, 10/10, 10/17, 10/24, 10/31, 11/7, 11/14, 11/21, 11/28, 12/5",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1115C,8031,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,FLD,CF01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,New Asia College
2026-27 Term 1,2420,GENA,GENA1115C,8031,Service Learning – Make a Diff 服務學習: 改變社區由我做起,3.00,- Staff,35,35,LEC,C,E,Tu 02:30PM - 05:15PM,ELB_308,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116A,6270,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,AF01,C,TBA,TBA,07/09/2026 - 30/11/2026,,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116A,6270,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,A,C,Mo 10:30AM - 01:15PM,UCA_103,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116A,6270,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,A,C,Mo 10:30AM - 01:15PM,UCA_103,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116B,6300,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,BF01,E,TBA,TBA,07/09/2026 - 30/11/2026,,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116B,6300,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,B,E,Th 03:30PM - 06:15PM,UCA_103,"9/10, 9/17, 9/24",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116B,6300,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,B,E,Th 03:30PM - 06:15PM,UCA_103,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116C,6368,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,CF01,C,TBA,TBA,07/09/2026 - 30/11/2026,,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116C,6368,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,C,C,Mo 02:30PM - 05:15PM,FYB_UG01,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116C,6368,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,C,C,Mo 02:30PM - 05:15PM,FYB_UG01,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116H,6046,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,HF01,C,TBA,TBA,07/09/2026 - 30/11/2026,,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116H,6046,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,H,C,Th 10:30AM - 01:15PM,CKB_109,"9/10, 9/17, 9/24",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116H,6046,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,H,C,Th 10:30AM - 01:15PM,CKB_109,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116Q,8417,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,FLD,QF01,C,TBA,TBA,07/09/2026 - 30/11/2026,,,New Asia College
2026-27 Term 1,2420,GENA,GENA1116Q,8417,Service Learning – Creating a 服務學習：多元共融，齊創新天,3.00,- Staff,35,35,LEC,Q,C,Tu 02:30PM - 05:15PM,CKB_122,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2112-,7028,Characteristics of W Culture 西方文化的特質,2.00,- Professor CHEUNG Hok Ming Frederick,45,44,LEC,-,C,Fr 03:30PM - 05:15PM,NAH_213,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2122-,7029,Issues in American CultureHis 美國文化與歷史,2.00,- Miss Arantxa Alexandra GALVAN,38,36,LEC,-,E,We 10:30AM - 12:15PM,UCC_201,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2142A,5005,Appreciation of Literature 文學欣賞,2.00,- Dr. CHING Chung Shan,50,49,LEC,A,C,Mo 02:30PM - 04:15PM,WMY_402,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2142A,5005,Appreciation of Literature 文學欣賞,2.00,- Dr. CHING Chung Shan,50,49,LEC,A,C,Mo 02:30PM - 04:15PM,WMY_402,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2212-,7712,Debates in Human Values 辯析人類價值觀,2.00,- Professor Manynooch FAMING,45,45,LEC,-,E,We 10:30AM - 12:15PM,NAH_114,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2232A,8253,Founders' Ideals and NA Spirit 新亞精神與新亞先賢的文化教育理,2.00,- Mr. CHAN Pak Ka,50,48,LEC,A,C,Fr 09:30AM - 11:15AM,UCA_104,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2262-,9414,Appreciation of Chinese Art 中國藝術欣賞,2.00,- Staff,55,54,LEC,-,P,Fr 02:30PM - 04:15PM,NAH_12,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2322-,5453,General History of China 中國通史,2.00,- Dr. LUI Wing Sing,120,117,LEC,-,C,Fr 09:30AM - 11:15AM,ELB_LT1,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2342-,9144,Appreciation of Music Cultures 中西音樂文化欣賞,2.00,- Professor CHIU Wai Yee Lulu,55,51,LEC,-,C,Fr 01:30PM - 03:15PM,ARC_G04,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,New Asia College
2026-27 Term 1,2420,GENA,GENA2362-,5866,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,25,25,LEC,-,C,We 12:30PM - 02:15PM,UCC_C3,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,GENA,GENA2362-,5866,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,12,12,TUT,-T01,C,We 02:30PM - 03:15PM,UCC_110,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Anthropology
2026-27 Term 1,2420,GENA,GENA2362-,5866,Intangible Heritage in HK 香港的非物質文化遺產,3.00,- Professor CHEUNG Chin Hung Sidney,13,13,TUT,-T02,C,TBA,NRR,07/09/2026 - 30/11/2026,,,Dept of Anthropology
2026-27 Term 1,2420,GERM,GERM1000A,5931,German I 德語（一）,3.00,- Ms. Annette Josefa Maria FROMEL,28,28,CLW,AC01,G&E,Tu 02:30PM - 05:15PM,YIA_404,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM1000B,7304,German I 德語（一）,3.00,- Ms. Annette Josefa Maria FROMEL,28,27,CLW,BC01,G&E,We 10:30AM - 01:15PM,WMY_403,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM1000C,7231,German I 德語（一）,3.00,- Ms. Annette Josefa Maria FROMEL,28,28,CLW,CC01,G&E,We 02:30PM - 05:15PM,HYS_G06,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM1000D,9716,German I 德語（一）,3.00,- Mr. Alexander Markus KLING,28,28,CLW,DC01,G&E,Th 09:30AM - 12:15PM,LSK_515,"9/10, 9/17, 9/24",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM1000D,9716,German I 德語（一）,3.00,- Mr. Alexander Markus KLING,28,28,CLW,DC01,G&E,Th 09:30AM - 12:15PM,LSK_515,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM1000E,5855,German I 德語（一）,3.00,- Mr. Bernd ESCH,28,28,CLW,EC01,G&E,Th 02:30PM - 05:15PM,LSK_306,"9/10, 9/17, 9/24",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM1000E,5855,German I 德語（一）,3.00,- Mr. Bernd ESCH,28,28,CLW,EC01,G&E,Th 02:30PM - 05:15PM,LSK_306,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM1000F,9728,German I 德語（一）,3.00,- Mr. Bernd ESCH,28,28,CLW,FC01,G&E,Fr 08:30AM - 11:15AM,WMY_404,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM1001-,6073,First Step in German 德語入門,1.00,- Staff,150,150,LEC,-,G&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM2000A,5700,German II 德語（二）,3.00,- Mr. Bernd ESCH,28,28,CLW,AC01,G&E,Tu 02:30PM - 05:15PM,LHC_101,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM2001A,5654,German III 德語（三）,3.00,- Ms. Annette Josefa Maria FROMEL,28,27,CLW,AC01,G&E,Fr 08:30AM - 11:15AM,ELB_306,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM2020-,7436,Sounds of German 德語語音入門,3.00,- Mr. Bernd ESCH,28,28,CLW,-C01,G&E,Tu 09:30AM - 12:15PM,YIA_410,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM2200-,4831,German Cinema 德國電影,3.00,- Mr. Alexander Markus KLING,28,28,CLW,-C01,G&E,Th 02:30PM - 05:15PM,WMY_304,"9/10, 9/17, 9/24",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM2200-,4831,German Cinema 德國電影,3.00,- Mr. Alexander Markus KLING,28,28,CLW,-C01,G&E,Th 02:30PM - 05:15PM,WMY_304,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GERM,GERM3001A,7477,German V 德語（五）,3.00,- Mr. Alexander Markus KLING,28,28,CLW,AC01,G&E,Fr 08:30AM - 11:15AM,YIA_408,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Dept of Linguistics & Mod Lang
2026-27 Term 1,2420,GESC,GESC1000-,8635,College Assembly 書院聚會,0.00,- Staff,1400,0,ASB,-A01,C&E,Fr 11:30AM - 01:15PM,TBA,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,Shaw College
2026-27 Term 1,2420,GESC,GESC1000A,8781,College Assembly 書院聚會,0.00,- Staff,2000,2000,ASB,AA01,C&E,Fr 11:30AM - 01:15PM,TBA,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,Yes,Shaw College
2026-27 Term 1,2420,GESC,GESC1130-,9697,University and Society 大學與社會,3.00,- Dr. LAU Siu Lun,70,70,LEC,-,C,Fr 02:30PM - 05:15PM,YIA_405,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1160-,7478,Environmental Problems in HK 香港環境問題,3.00,- Professor TSANG Ling Ming,90,90,LEC,-,C&E,Fr 03:30PM - 06:15PM,SC_L4,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230AA,8644,Caring Heart Service Learning 懷仁服務學習,3.00,- Dr. AU Yi Man - Mr. CHAN Ying Kwok Kelvin - Ms. TAM Man Ching,30,24,PRJ,AAJ1,E,Fr 02:30PM - 05:15PM,NRR,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",Yes,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230BA,7070,Caring Heart Service Learning 懷仁服務學習,3.00,- Miss HSU Ka Lam - Mr. MA Kin Wai,25,25,PRJ,BAJ1,C&E,Fr 02:30PM - 05:15PM,ARC_G03,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230CA,5972,Caring Heart Service Learning 懷仁服務學習,3.00,- Mr. LAM Ting Hin,30,30,PRJ,CAJ1,C,Th 02:30PM - 05:15PM,LSK_212,"9/10, 9/17, 9/24",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230CA,5972,Caring Heart Service Learning 懷仁服務學習,3.00,- Mr. LAM Ting Hin,30,30,PRJ,CAJ1,C,Th 02:30PM - 05:15PM,LSK_212,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230CB,5968,Caring Heart Service Learning 懷仁服務學習,3.00,- Mr. LAM Ting Hin,30,30,PRJ,CBJ1,C,Fr 02:30PM - 05:15PM,LSK_514,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230DA,7810,Caring Heart Service Learning 懷仁服務學習,3.00,- Dr. HO Sai Hau - Ms. LI Ching Man,30,30,PRJ,DAJ1,C&E,Mo 03:30PM - 06:15PM,ELB_202,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230DA,7810,Caring Heart Service Learning 懷仁服務學習,3.00,- Dr. HO Sai Hau - Ms. LI Ching Man,30,30,PRJ,DAJ1,C&E,Mo 03:30PM - 06:15PM,ELB_202,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230EA,8689,Caring Heart Service Learning 懷仁服務學習,3.00,- Miss TANG Chi Shan,30,30,PRJ,EAJ1,C&E,Fr 02:30PM - 05:15PM,NRR,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230FA,5956,Caring Heart Service Learning 懷仁服務學習,3.00,- Ms. MA Wai Man Anita,30,30,PRJ,FAJ1,C&E,Fr 02:30PM - 05:15PM,ARC_211,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230GA,7793,Caring Heart Service Learning 懷仁服務學習,3.00,- Staff,30,30,PRJ,GAJ1,C&E,Fr 02:30PM - 05:15PM,YIA_503,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230HA,7019,Caring Heart Service Learning 懷仁服務學習,3.00,- Dr. CHAN Ka Ming,30,30,PRJ,HAJ1,C&E,Tu 03:30PM - 06:15PM,WMY_304,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Shaw College
2026-27 Term 1,2420,GESC,GESC1230KA,5973,Caring Heart Service Learning 懷仁服務學習,3.00,- Ms. CHAU Wing Sze,30,30,PRJ,KAJ1,C&E,Fr 02:30PM - 05:15PM,WMY_506,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,Shaw College
