Academic Term,Term Value,Queried Subject,Class Code,Class Nbr,Course Title,Units,Teaching Staff,Quota(s),Vacancy,Course Component,Section Code,Language,Period,Room,Meeting Date,Add Consent,Drop Consent,Course Offering Dept
2026-27 Term 1,2420,CURE,CURE3403-,6635,Media Arts Management 媒體藝術管理,3.00,- Professor WONG Ashley Lee,20,20,LEC,-,E,Mo 12:30PM - 03:15PM,LSK_210,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,Dept of Cultural & Rel Studies
2026-27 Term 1,2420,CURE,CURE3403-,6635,Media Arts Management 媒體藝術管理,3.00,- Professor WONG Ashley Lee,20,20,LEC,-,E,Mo 12:30PM - 03:15PM,LSK_210,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,Dept of Cultural & Rel Studies
2026-27 Term 1,2420,CURE,CURE3405-,6629,Design Your Exhibition 策展計劃及實踐,3.00,- Professor LEUNG Hok Bun Isaac,30,30,LEC,-,C&E,We 10:30AM - 01:15PM,LDS_214,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Cultural & Rel Studies
2026-27 Term 1,2420,CURE,CURE3508-,5320,Museum Studies 博物館研究,3.00,- Professor PARK Sae Him,20,20,LEC,-,E,We 02:30PM - 05:15PM,ERB_706,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,Dept of Cultural & Rel Studies
2026-27 Term 1,2420,CURE,CURE4038-,9866,Summer Internship 暑期實習,3.00,- Dr. CHIENG Wei Shieng,50,35,LEC,-,C&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Cultural & Rel Studies
2026-27 Term 1,2420,CURE,CURE4038-,9866,Summer Internship 暑期實習,3.00,- Dr. CHIENG Wei Shieng,50,35,FLD,-F01,C&E,TBA,TBA,TBA,Yes,Yes,Dept of Cultural & Rel Studies
2026-27 Term 1,2420,CURE,CURE4159-,6108,Internship 實習,3.00,- Dr. CHOW Wai Yin,20,6,FLD,-F01,C&E,TBA,NRR,07/09/2026 - 30/11/2026,Yes,Yes,Dept of Cultural & Rel Studies
2026-27 Term 1,2420,CURE,CURE4441-,6648,Sp Topic in Creative Ind 創意工業專題,3.00,- Staff,30,30,LEC,-,C&E,Tu 02:30PM - 05:15PM,LSK_204,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,Dept of Cultural & Rel Studies
2026-27 Term 1,2420,DIPL,DIPL1001-,5079,Introduction to IR and DIPL 國際關係與外交導論,3.00,- Dr. HUNG Wing Lok,30,30,LEC,-,P&E,Tu 10:30AM - 01:15PM,FYB_405,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",Yes,Yes,Dipl & Intl Studies PC
2026-27 Term 1,2420,DOTE,DOTE1030A,8537,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor NIU Mingzi,70,70,LEC,A,E,Tu 10:30AM - 01:15PM,NAH_213,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030B,8525,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor ONISHI Ken Theo,66,66,LEC,B,E,Th 09:30AM - 12:15PM,YIA_LT5,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030B,8525,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor ONISHI Ken Theo,66,66,LEC,B,E,Th 09:30AM - 12:15PM,YIA_LT5,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030C,7291,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor ONISHI Ken Theo,70,68,LEC,C,E,Mo 03:30PM - 06:15PM,NAH_12,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030C,7291,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor ONISHI Ken Theo,70,68,LEC,C,E,Mo 03:30PM - 06:15PM,NAH_12,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030D,7783,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor LEUNG Justin Hilyin,70,69,LEC,D,E,Tu 02:30PM - 05:15PM,YIA_LT9,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030E,5751,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. FU Rao,70,70,LEC,E,E,Th 09:30AM - 12:15PM,WMY_505,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030E,5751,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. FU Rao,70,70,LEC,E,E,Th 09:30AM - 12:15PM,WMY_505,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030F,7292,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. HA Lin Tat,70,70,LEC,F,E,Tu 10:30AM - 01:15PM,NAH_12,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030G,5752,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor LEUNG Justin Hilyin,70,69,LEC,G,E,Mo 03:30PM - 06:15PM,WMY_505,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030G,5752,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor LEUNG Justin Hilyin,70,69,LEC,G,E,Mo 03:30PM - 06:15PM,WMY_505,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030H,5753,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. KU Kei Tat,70,70,LEC,H,E,Mo 03:30PM - 06:15PM,WMY_507,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030H,5753,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. KU Kei Tat,70,70,LEC,H,E,Mo 03:30PM - 06:15PM,WMY_507,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030I,7124,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. HA Lin Tat,70,70,LEC,I,E,Tu 02:30PM - 05:15PM,HTB_B6,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030J,7275,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor NIU Mingzi,70,70,LEC,J,E,Tu 02:30PM - 05:15PM,LSK_LT4,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030K,7051,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. FU Rao,70,69,LEC,K,E,Th 02:30PM - 05:15PM,ERB_LT,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030K,7051,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. FU Rao,70,69,LEC,K,E,Th 02:30PM - 05:15PM,ERB_LT,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030L,5754,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. KU Kei Tat,70,70,LEC,L,E,Tu 10:30AM - 01:15PM,WMY_507,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030M,7052,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. HA Lin Tat,70,68,LEC,M,E,Th 02:30PM - 05:15PM,LKC_LT1,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030M,7052,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. HA Lin Tat,70,68,LEC,M,E,Th 02:30PM - 05:15PM,LKC_LT1,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030N,5701,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor NIU Mingzi,70,70,LEC,N,E,Mo 03:30PM - 06:15PM,YIA_LT5,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030N,5701,Eco for Business Studies I 企業經濟學（一）,3.00,- Professor NIU Mingzi,70,70,LEC,N,E,Mo 03:30PM - 06:15PM,YIA_LT5,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030O,5800,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. KU Kei Tat,20,20,LEC,O,E,Th 02:30PM - 05:15PM,YIA_LT9,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1030O,5800,Eco for Business Studies I 企業經濟學（一）,3.00,- Dr. KU Kei Tat,20,20,LEC,O,E,Th 02:30PM - 05:15PM,YIA_LT9,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1031A,5721,Basic Econ for the HT Ind 酒店及旅遊業經濟學,3.00,- Professor LEUNG Justin Hilyin,70,69,LEC,A,E,Tu 09:30AM - 12:15PM,ELB_LT2,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",Yes,Yes,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1031B,5723,Basic Econ for the HT Ind 酒店及旅遊業經濟學,3.00,- Professor LEUNG Justin Hilyin,70,70,LEC,B,E,Th 02:30PM - 05:15PM,ELB_LT3,"9/10, 9/17, 9/24",Yes,Yes,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE1031B,5723,Basic Econ for the HT Ind 酒店及旅遊業經濟學,3.00,- Professor LEUNG Justin Hilyin,70,70,LEC,B,E,Th 02:30PM - 05:15PM,ELB_LT3,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",Yes,Yes,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011A,5760,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor ZHANG Linqi,70,19,LEC,A,E,Tu 08:30AM - 10:15AM,CYT_209A,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011A,5760,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor ZHANG Linqi,70,19,LEC,A,E,Th 12:30PM - 02:15PM,WMY_505,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011A,5760,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor ZHANG Linqi,70,19,LEC,A,E,Th 12:30PM - 02:15PM,WMY_505,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011B,5761,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. LI Dan,70,21,LEC,B,E,Mo 01:30PM - 03:15PM,WMY_505,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011B,5761,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. LI Dan,70,21,LEC,B,E,Mo 01:30PM - 03:15PM,WMY_505,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011B,5761,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. LI Dan,70,21,LEC,B,E,We 10:30AM - 12:15PM,YIA_LT9,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011C,4794,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Staff,70,0,LEC,C,E,Mo 10:30AM - 12:15PM,YIA_LT8,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011C,4794,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Staff,70,0,LEC,C,E,Mo 10:30AM - 12:15PM,YIA_LT8,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011C,4794,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Staff,70,0,LEC,C,E,We 10:30AM - 12:15PM,YIA_LT4,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011D,4816,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor LIN Yunduan,70,0,LEC,D,E,Tu 02:30PM - 04:15PM,ELB_LT3,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011D,4816,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor LIN Yunduan,70,0,LEC,D,E,Th 10:30AM - 12:15PM,CYT_LT1A,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011D,4816,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor LIN Yunduan,70,0,LEC,D,E,Th 10:30AM - 12:15PM,CYT_LT1A,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011E,5762,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. LI Dan,70,21,LEC,E,E,Tu 12:30PM - 02:15PM,CYT_209A,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011E,5762,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. LI Dan,70,21,LEC,E,E,Th 04:30PM - 06:15PM,WMY_507,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011E,5762,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. LI Dan,70,21,LEC,E,E,Th 04:30PM - 06:15PM,WMY_507,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011F,5708,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Staff,70,52,LEC,F,E,Mo 02:30PM - 04:15PM,ELB_LT4,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011F,5708,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Staff,70,52,LEC,F,E,Mo 02:30PM - 04:15PM,ELB_LT4,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011F,5708,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Staff,70,52,LEC,F,E,Th 01:30PM - 03:15PM,ELB_LT2,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011F,5708,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Staff,70,52,LEC,F,E,Th 01:30PM - 03:15PM,ELB_LT2,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011G,5763,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. TSANG Ka Wai,70,6,LEC,G,E,We 10:30AM - 12:15PM,LKC_LT1,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011G,5763,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. TSANG Ka Wai,70,6,LEC,G,E,Fr 09:30AM - 11:15AM,WMY_507,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011H,5764,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor LIN Yunduan,70,4,LEC,H,E,Tu 08:30AM - 10:15AM,WMY_507,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011H,5764,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor LIN Yunduan,70,4,LEC,H,E,Th 04:30PM - 06:15PM,ELB_405,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011H,5764,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor LIN Yunduan,70,4,LEC,H,E,Th 04:30PM - 06:15PM,ELB_405,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011I,5709,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. LI Dan,70,40,LEC,I,E,Tu 04:30PM - 06:15PM,FYB_LT4,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011I,5709,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. LI Dan,70,40,LEC,I,E,Th 10:30AM - 12:15PM,YIA_LT3,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011I,5709,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Dr. LI Dan,70,40,LEC,I,E,Th 10:30AM - 12:15PM,YIA_LT3,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011J,5802,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor ZHANG Linqi,70,0,LEC,J,E,Tu 12:30PM - 02:15PM,SB_LT2,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011J,5802,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor ZHANG Linqi,70,0,LEC,J,E,Th 04:30PM - 06:15PM,UCC_C2,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2011J,5802,Sta Ana for Bus Decisions 企業決策之統計分析,4.00,- Professor ZHANG Linqi,70,0,LEC,J,E,Th 04:30PM - 06:15PM,UCC_C2,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2030A,5665,Operations Management 營運管理,3.00,- Staff,70,70,LEC,A,E,Th 03:30PM - 06:15PM,ELB_LT2,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2030A,5665,Operations Management 營運管理,3.00,- Staff,70,70,LEC,A,E,Th 03:30PM - 06:15PM,ELB_LT2,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2030B,5666,Operations Management 營運管理,3.00,- Staff,65,65,LEC,B,E,Mo 10:30AM - 01:15PM,FYB_LT4,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2030B,5666,Operations Management 營運管理,3.00,- Staff,65,65,LEC,B,E,Mo 10:30AM - 01:15PM,FYB_LT4,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2030C,5610,Operations Management 營運管理,3.00,- Professor CHEN Hongfan,70,70,LEC,C,E,We 10:30AM - 01:15PM,CYT_209A,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2030D,7092,Operations Management 營運管理,3.00,- Staff,70,44,LEC,D,E,Tu 02:30PM - 05:15PM,YIA_LT4,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2040A,7036,Business Analytics 商務分析,3.00,- Professor ZHU Kaijie,70,70,LEC,A,E,We 02:30PM - 05:15PM,CYT_LT1B,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2051A,5604,Business Information Systems 商業資訊系統,3.00,- Professor LEE Myunghwan,70,70,LEC,A,E,Th 10:30AM - 01:15PM,CYT_209A,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2051A,5604,Business Information Systems 商業資訊系統,3.00,- Professor LEE Myunghwan,70,70,LEC,A,E,Th 10:30AM - 01:15PM,CYT_209A,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2051B,5605,Business Information Systems 商業資訊系統,3.00,- Professor LEE Myunghwan,70,67,LEC,B,E,Mo 09:30AM - 12:15PM,YIA_LT9,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2051B,5605,Business Information Systems 商業資訊系統,3.00,- Professor LEE Myunghwan,70,67,LEC,B,E,Mo 09:30AM - 12:15PM,YIA_LT9,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2051C,5602,Business Information Systems 商業資訊系統,3.00,- Professor LEE Myunghwan,70,70,LEC,C,E,We 02:30PM - 05:15PM,CYT_209A,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2051D,7297,Business Information Systems 商業資訊系統,3.00,- Professor LI Tianyi,70,70,LEC,D,E,Tu 02:30PM - 05:15PM,ELB_LT4,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2051E,5924,Business Information Systems 商業資訊系統,3.00,- Professor LI Tianyi,70,70,LEC,E,E,Th 02:30PM - 05:15PM,CYT_209A,"9/10, 9/17, 9/24",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE2051E,5924,Business Information Systems 商業資訊系統,3.00,- Professor LI Tianyi,70,70,LEC,E,E,Th 02:30PM - 05:15PM,CYT_209A,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE3080-,5595,Macroeconomics for Managers 宏觀經濟與管理,3.00,- Dr. FU Rao,40,40,LEC,-,E,Mo 02:30PM - 05:15PM,HYS_G04,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE3080-,5595,Macroeconomics for Managers 宏觀經濟與管理,3.00,- Dr. FU Rao,40,40,LEC,-,E,Mo 02:30PM - 05:15PM,HYS_G04,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE3090-,8501,Game Theory for Bus Strategy 商業策略博奕論,3.00,- Professor KO Chiu Yu,45,45,LEC,-,E,Tu 02:30PM - 05:15PM,FYB_UG01,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",,,"Dept of Decis, Oper & Tech"
2026-27 Term 1,2420,DOTE,DOTE4020A,8310,Decision Modeling & Analytics 決策建模和分析,3.00,- Professor GAO Xiangyu,55,55,LEC,A,E,Mo 09:30AM - 12:15PM,WMY_305,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",,,"Dept of Decis, Oper & Tech"
